comfortabel: comfortable  
terugbetalen: to pay back  
de tonijn: the tuna  
trakteren: to treat  
het verzoek: the request  
voorbij: over  
voorschieten: to advance (the money)  
zich haasten: to hurry  
aansprakelijk: liable  
afsluiten: to take out (insurance)  
de ander: the other (person)  
antiek: antique  
de bal: the ball  
de buitenkant: the outside  
dekken: to cover  
de diefstal: the theft  
het eigendom: the property  
de inboedel: the household contents  
de kopie: the copy  
de lekkage: the leakage  
onverwacht: unexpected  
de opzet: the purpose  
de ruil: the exchange  
de ruit: the window  
de schade: the damage  
trappen: to kick  
de vaas: the vase  
de vergoeding: the compensation  
de verzekeraar: the insurer  
de visite: the visit  
het voertuig: the vehicle  
vrijwillig: voluntarily  
de wet: the law  
wettelijk: by law  
de belediging: the insult  
bijdragen: to contribute  
het bruidspaar: the bride and groom  
brutaal: disrespectful  
de eer: the honour  
de envelop: the envelope  
de frituurpan: the fryer  
goud: gold  
het horloge: the watch  
huishoudelijk: domestic  
de ketting: the necklace  
de lieverd: the sweetheart  
meebrengen: to bring along  
onpersoonlijk: impersonal  
opscheppen: to brag  
overdrijven: to exaggerate  
respecteren: to respect  
het servies: the service  
de staafmixer: the hand blender  
de stiefvader: the stepfather  
de suggestie: the suggestion  
terugbellen: to call back  
zich aanpassen: to adapt  
zilver: silver  
ademen: to breathe
afmaken: to finish
bijkomen: to recuperate
het commentaar: the comment
flauw: silly
fris: fresh
gamen: to game
de gedachte: the thought
gestoord: crazy
de herrie: the noise
irriteren: to irritate
kinderachtig: childish
het kleed: the blanket
de opmerking: the remark
picknicken: to picnic
de roman: the novel
het rondje: (-) (to go out for a run)
uitgeput: exhausted
de voorstelling: the performance
de wandeling: the walk
weigeren: to refuse
zich vermaken: to enjoy oneself
zich vervelen: to be bored
zonnig: sunny
de afsluiting: the conclusion
de ballon: the balloon
de bel: the doorbell
de boot: the boat
de burgemeester: the mayor
het drankje: the drink
dronken: drunk
de dweil: the mop
de emmer: the bucket
feesten: to party
fotograferen: to take photos
gebruikelijk: customary
de grootouder: the grandparent
inhuren: to hire
het jubileum: the anniversary
nieuwsgierig: curious
onvergetelijk: unforgettable
professioneel: professional
de rondleiding: the tour
de spanning: the excitement
varen: to sail
verbouwen: to renovate
verrast: surprised
versieren: to decorate
vooraf: in advance
voorbijgaan: to be over
de vrijgezel: the bachelor
de zaal: the hall
de aardbei: the strawberry
biologisch: organic
checken: to check
de dorst: the thirst
dun: thin
de eigenaar: the owner
het gehakt: the mincemeat
het gerecht: the dish
het gewicht: the weight
inleveren: to hand in
klaarmaken: to prepare
de lepel: the spoon
de ober: the waiter
ontdooien: to thaw
overwerken: to work overtime
de portie: the portion
prijzig: expensive
de saus: the sauce
de schat: the sweetheart
de slagroom: the whipped cream
de spinazie: the spinach
de vaatwasser: the dishwasher
vermoeden: to suspect
de vork: the fork
aangeven: to report
alsnog: still
de arbeidsovereenkomst: the employment contract
het behoud: the preservation
berekenen: to calculate
de bestemming: the destination
het bezwaar: the objection
de bouw: the construction
collectief: collective
doorbetalen: to continue to pay
het geval: the case
leiden tot: to lead to
het minimum: the minimum
opmaken: to use up
opnemen: to take
het recht: the right
schriftelijk: in writing
stimuleren: to stimulate
tellen: to count
vaststaan: to fix
verblijven: to stay
vervallen: to expire
zich houden aan: to abide by
zogenaamd: so-called
analyseren: to analyse
apart: separate
het collegegeld: the tuition fees
doorstromen: to continue on
de duur: the duration
evenveel: just as much
de hogeschool: the university of applied sciences
de ingenieur: the engineer
de inhoud: the content
de leraar: the teacher
het mbo: the secondary vocational education
de regering: the government
de richting: the specialisation
het schakelprogramma: the bridging programme
de scriptie: the thesis
specifiek: specific
de tandheelkunde: the dentistry
toelaten: to admit
de toelating: the admission
toepassen: to apply
universitair: university
de verblijfsvergunning: the residence permit
voldoen: to comply
de vooropleiding: the pre-education
zich specialiseren: to specialize
de instelling: the institution
de aantekening: the note
afschaffen: to scrap
anoniem: anonymous
de bedrijfskunde: the business administration
de deadline: the deadline
de expert: the expert
formeel: formal
het hoorcollege: the lecture
individueel: individual
informeel: informal
het initiatief: the initiative
leerzaam: informative
massaal: massive
mede-: fellow
Nederlandstalig: in the Dutch language
de paper: the paper
passief: passive
presenteren: to give a presentation
de stelling: the position
sterk: strong
de stof: the material
de voorkeur: the preference
het werkcollege: the seminar
afwezig: absent
de alinea: the paragraph
het bijgeloof: the superstition
dramatisch: dramatic
de examenvrees: the fear of exams
falen: to fail
het geheugen: the memory
ingewikkeld: complicated
inhalen: to do over
het kluisje: the locker
nakijken: to check
opblijven: to stay up
overhoren: to test
de paniek: the panic
de sjaal: the scarf
spieken: to cheat
het talent: the talent
de toespraak: the speech
uitgerust: well-rested
de uitslag: the result
de voorbereiding: the preparation
de wekker: the alarm clock
zelfverzekerd: self-confident
zich aanstellen: to be dramatic
zich concentreren: to concentrate
zich ziekmelden: to call in sick
de band: the tyre
het echtpaar: the married couple
de fantasie: the fantasy
het hout: the wood
de instructie: the instruction
het inzicht: the insight
kapotmaken: to destroy
de kinderopvang: the childcare
lek: leak
nadoen: to imitate
observeren: to observe
ontwikkelen: to develop
opgeven: to give up
opmeten: to measure
de plank: the plank
schaken: to play chess
scheef: crooked
sorteren: to sort
de stem: the voice
de techniek: the technique
technisch: technical
de timmerman: the carpenter
voordoen: to show
de werkplaats: the workshop
zagen: to saw
de achterstand: the deficiency
het asielzoekerscentrum: the asylum seekers' centre
de automaat: the machine
de band: the bond
begeleiden: to guide
beperken: to limit
betrekken: to involve
commercieel: commercial
degene: the one
divers: various
de hersenen: the brain
de integratie: the integration
de mentor: the mentor
ondersteunen: to support
ontstaan: to develop
de puberteit: the puberty
pushen: to push
de rol: the role
de stagiaire: the intern
succesvol: successful
vermoeiend: exhausting
waardering: the appreciation
werkzaam: working
zakelijk: business
zich richten op: to focus on
avontuurlijk: adventurous
de bejaarde: the elderly person
chillen: to chill
doorzetten: to hang in
ervaren: to experience
fantaseren: to fantasize
getalenteerd: talented
de inzet: the effort
de journalist: the journalist
de moed: the courage
motiveren: to motivate
onderhouden: to maintain
het ontslag: the resignation
de passie: the passion
pessimistisch: pessimistic
piekeren: to worry
programmeren: to program
schilderen: to paint
de schrijver: the writer
stabiel: stable
terugkeren: to return
tonen: to show
de uitdaging: the challenge
de werkgelegenheid: the employment
aantonen: to show
de ambitie: the ambition
het aspect: the aspect
associëren: to associate
bestrijden: to fight
de crème: the cream
definitief: definitive
de dementie: the dementia
de dood: the death
de filosoof: the philosopher
de fobie: the phobia
geestelijk: mentally
geïnteresseerd: interested
kaal: bald
de kanker: the cancer
lichamelijk: physically
onvermijdelijk: inevitable
de operatie: the operation
de plastische chirurgie: the plastic surgery
het proces: the process
de rimpel: the wrinkle
de stijging: the increase
tegengaan: to prevent
verdubbelen: to double
de veroudering: the ageing
verspreiden: to spread
wijs: wise
de 65-plusser: the person of 65 or older
de aandoening: the condition
achteruitgaan: to decrease
het decennium: the decade
het fonds: the fund
geleidelijk: gradually
de loondienst: the paid employment
de loopbaan: the career
mentaal: mental
het minimumloon: the minimum wage
ondernemen: to undertake
de ondernemer: the entrepreneur
opbouwen: to accrue
het percentage: the percentage
de regeling: the scheme
rondkomen: to make ends meet
schenken: to donate
het spaargeld: the savings
de thuiszorg: the home care
tuinieren: to work in the garden
vergrijzen: to age
volledig: completely
vrijwel: almost
zich aankleden: to get dressed
achterlaten: to leave
afzeggen: to cancel
beëindigen: to end
benadrukken: to emphasize
de beperking: the limitation
de bevestiging: the confirmation
blokkeren: to get tongue-tied
de boodschap: the message
de context: the context
efficiënt: efficient
de generatie: the generation
de instantie: the organization
het inzicht: the insight
het medeleven: the compassion
mondeling: oral
onrustig: restless
ontslaan: to fire
de ontvanger: the recipient
de oproep: the call
reageren: to respond
spontaan: spontaneous
storen: to bother
de toon: the tone
uitdrukken: to express
het volume: the volume
waardevol: valuable
zich verontschuldigen: to apologize
de aanleiding: the reason
aanpassen: to adapt
asociaal: antisocial
de barbecue: the barbecue
beperkt: limited
betreffen: to concern
essentieel: essential
fluisteren: to whisper
gehorig: not soundproof
herinneren aan: to remind of
de huurder: the tenant
luid: loud
de maatregel: the measure
de omstandigheid: the circumstance
onvoldoende: insufficient
de oppervlakte: the surface area
overtreden: to violate
het reglement: the regulation
de rook: the smoke
schreeuwen: to shout
de stank: the stench
verbazen: to surprise
verboden: prohibited
verzoeken: to request
voorstellen: to suggest
de voorzitter: the chairman
de waarschuwing: the warning
aannemen: to accept
de aansluiting: the connection
het begrip: the understanding
bestaand: existing
eisen: to demand
flink: considerable
de gebruiksaanwijzing: the instruction manual
de helpdesk: the help desk
de instelling: the setting
het keuzemenu: the options menu
logisch: logical
de modem: the modem
momenteel: currently
onbeperkt: unlimited
het ongemak: the inconvenience
overig: other
slordig: careless
tegelijkertijd: at the same time
uitpakken: to unpack
verbinden: to connect
de wifi: the Wi-Fi
wijzigen: to change
de wijziging: the change
afwijzen: to turn down
de bagage: the luggage
beschuldigen: to accuse
expliciet: explicitly
expres: on purpose
de garage: the garage
gemeen: mean
de hal: the hall
impliciet: implicit
de koffer: the suitcase
landen: to land
onterecht: undeserved
de onzin: the nonsense
rekenen op: to count on
springen: to jump
de teleurstelling: the disappointment
het terrein: the terrain
vastleggen: to set down
verdedigen: to defend
verlopen: to go (well)
verwarrend: confusing
verwijten: to blame
zich realiseren: to realize
zojuist: just a moment ago
aanspreken: to talk to
het alarm: the alarm
het beheer: the management
beveiligen: to safeguard
de beveiliger: the security guard
de beveiliging: the security
bewaken: to guard
de bezoeker: the visitor
het bord: the sign
de discriminatie: the discrimination
de goedkeuring: the approval
de hulpverlener: the first responder
de intimidatie: the harassment
kalm: calm
de nood: the emergency
de omgangsvorm: the social behaviour
ongewenst: unwanted
opslaan: to store
pesten: to bully
het protocol: the protocol
seksueel: sexual
toegankelijk: accessible
het toezicht: the supervision
uitsluitend: only
verdacht: suspicious
het verlies: the loss
de vertrouwenspersoon: the confidential adviser
de (buurt)preventie: the (neighbourhood) watch
alert: alert
bedreigen: to threaten
beroven: to rob
de criminaliteit: the crime  
de crimineel: the criminal  
de dader: the offender  
dierbaar: beloved  
de drugs: the drugs  
dwingen: to force  
de hangjongeren: the loitering youths  
inbreken: to burgle  
de juwelier: the jeweller  
het misdrijf: the felony  
onschuldig: innocent  
de overval: the robbery  
het pistool: the gun  
de puinhoop: the mess  
de steen: the stone  
de tak: the branch  
de vernieling: the vandalism  
zich aansluiten: to join  
de zonnebril: the sunglasses  
de aanrijding: the collision  
de afslag: the exit  
de automobilist: the driver of a car  
breed: wide  
de brug: the bridge  
de chauffeur: the driver  
gas geven: to accelerate  
het gevaar: the danger  
de gordel: the seatbelt  
de instructeur: the instructor  
het maximum: the maximum  
oppassen: to watch out  
remmen: to brake  
de rotonde: the roundabout  
schakelen: to shift gears  
smal: narrow  
het stuur: the steering wheel  
tanken: to fill up (with fuel)  
het tankstation:" the petrol station (US: the gas station)  "
de theorie: the theory  
tot: until  
uitdelen: to hand out  
de versnelling: the gear  
voorgaan: to go ahead  
de voorrang: the right of way  
vooruit: forward  
de vrachtwagen: the truck  
het besluit: the decision  
diep: deep  
de EHBO: the first aid  
het gedeelte: the part  
gigantisch: gigantic  
de herkomst: the origin  
informeren: to inform  
de oceaan: the ocean  
de ontspanning: the relaxation  
redden: to rescue  
schitterend: gorgeous  
de strandwacht: the lifeguard  
stressvol: stressful  
de stroming: the current  
surfen: to surf  
verdrinken: to drown  
vermist: missing  
de vijand: the enemy  
de vijver: the pond  
zeilen: to sail  
zich gedragen: to behave oneself  
het zwemdiploma: the swimming diploma  
de zwemles: the swimming lesson  
aanraken: to touch  
het alternatief: the alternative  
de belangstelling: the interest  
bijhouden: to track  
conservatief: conservative  
cynisch: cynical  
daten: to date  
doorsturen: to send on  
gebruiksvriendelijk: user-friendly  
geregeld: regularly  
de grafiek: the graph  
instellen: to set up  
de kaart: the map  
meten: to measure  
de navigatie: the navigation  
nostalgisch: nostalgic  
het nut: the use(fulness)  
de opname: the recording  
scherp: sharp  
staren: to stare  
testen: to test  
toegeven: to admit  
het toestel: the apparatus  
de vernieuwing: the innovation  
het wantrouwen: the mistrust  
de afzender: the sender  
besmetten: to infect  
bevatten: to contain  
de bijlage: the attachment  
de filter: the filter  
de fraude: the fraud  
gebruikmaken van: to use  
gewelddadig: violent  
invoeren: to enter  
minderjarig: underage  
misbruiken: to abuse  
nep: fake  
ongepast: inappropriate  
plegen: to commit  
raadplegen: to consult  
de stichting: the foundation  
het teken: the character  
uitloggen: to log out  
vals: false  
de variatie: the variation  
vermijden: to avoid  
verwijderen: to delete  
het virus: the virus  
de voorlichting: the information  
de zoekmachine: the search engine  
zolang: as long as  
aangezien: since  
de balie: the reception desk  
het beleid: the policy  
bijwonen: to attend  
de directie: the management  
dringend: urgent  
de foutmelding: the error message  
frustrerend: frustrating  
het gezeur: the nonsense  
de handleiding: the manual  
herstellen: to restore  
onjuist: incorrect  
ontbreken: to lack  
opstarten: to start up  
de poging: the attempt  
puur: pure  
recent: recently  
de sessie: the session  
standaard: standard  
de uitleg: the explanation  
vereist: required  
verschijnen: to appear  
de verspilling: the waste  
vlug: quickly  
vooruit: forward  
de afname: the decline  
arm: poor  
de armoede: the poverty  
de bedreiging: the threat  
beïnvloeden: to affect  
de conclusie: the conclusion  
de eigenschap: the characteristic  
de fabriek: the factory  
intelligent: intelligent  
kunstmatig: artificial  
de landbouw: the agriculture  
de lever: the liver  
menselijk: human  
de nier: the kidney  
het orgaan: the organ  
produceren: to produce  
de productie: the production  
de robot: the robot  
de solidariteit: the solidarity  
technologisch: technological  
het tekort: the shortage  
toekomstig: future  
de tolerantie: the tolerance  
de uitvinding: the invention  
het voedsel: the food  
bezeren: to hurt  
de binnenkant: the inside  
de blessure: the injury  
buigen: to bend  
de diagnose: the diagnosis  
de fysiotherapeut: the physiotherapist  
gezwollen: swollen  
kneuzen: to bruise  
leunen: to lean (on)  
nader: further  
de oefening: the exercise  
pijnlijk: painful  
plannen: to plan  
rusten: to rest  
strekken: to stretch  
de verbetering: the improvement  
verminderen: to lessen  
verwijzen: to refer  
het vocht: the fluid  
voorschrijven: to prescribe  
zich verplaatsen: to move  
afkomen van: to get rid of  
de balans: the balance  
beschouwen: to consider  
de combinatie: the combination  
de concentratie: the concentration  
de crisis: the crisis  
de definitie: the definition  
depressief: depressed  
enkel(e): a few  
de erfelijkheid: the heredity  
de factor: the factor  
frequent: frequent  
het gebrek: the lack  
de hoop: the hope  
ingrijpend: drastic  
de levensstijl: the lifestyle  
het oordeel: the opinion  
overkomen: to happen  
relativeren: to put into perspective  
de rouw: the mourning  
de schaamte: the shame  
de slapeloosheid: the insomnia  
de stoornis: the disorder  
het symptoom: the symptom  
traumatisch: traumatic  
de voeding: the nutrition  
volop: greatly  
de werkelijkheid: the reality  
essentieel: essential  
de bacterie: the bacterium  
beoordelen: to assess  
de beugel: the braces  
bloeden: to bleed  
de chirurg: the surgeon  
het gebit: the teeth  
jarenlang: for years  
de kaak: the jaw  
de kies: the molar  
de mondhygiënist: the dental hygienist  
naar: unpleasant  
de ontsteking: the inflammation  
ontstoken: inflamed  
opereren: to perform surgery  
de orthodontist: the orthodontist  
schuin: under an angle  
de tandenstoker: the toothpick  
de tandpasta: the toothpaste  
het tandsteen: the tartar  
het tandvlees: the gums  
tenzij: unless  
het trauma: the trauma  
trekken: to pull  
de verstandskies: the wisdom tooth  
de verwijsbrief: the referral letter  
de atleet: the athlete  
de calorie: the calorie  
cruciaal: crucial  
daadwerkelijk: actually  
het dieet: the diet  
de diëtist: the dietician  
energiek: energetic  
functioneren: to function  
geobsedeerd: obsessed  
gestrest: stressed  
de kwestie: the matter  
de meditatie: the meditation  
de obsessie: the obsession  
opleveren: to cause  
het overgewicht: the obesity  
productief: productive  
het recept: the recipe  
samenvatten: to summarize  
suf: drowsy  
tellen: to count  
de vitamine: the vitamin  
zich afvragen: to wonder  
zich bezighouden: to busy oneself  
zich ontspannen: to relax  
aanspreken: to talk to  
de begeleider: the supervisor  
de begeleiding: the guidance  
beginnend: starting  
beheersen: to be proficient in  
beschikken over: to have  
de beschrijving: the description  
bijvoegen: to attach  
de competentie: the competence  
het enthousiasme: the enthusiasm  
de flexibiliteit: the flexibility  
gedurende: during  
de gelegenheid: the opportunity  
de humor: the humour  
inclusief: including  
de natuurkunde: the physics  
de onderbouw: the junior classes of secondary education  
onderbreken: to cut short  
opzetten: to set up  
overdragen: to transfer  
de persoonlijkheid: the personality  
het project: the project  
relevant: relevant  
toelichten: to explain  
voortzetten: to continue  
de wijze: the manner  
het wo: the university education  
zich inleven: to empathize  
aangenaam: pleased  
administratief: administrative  
begrijpelijk: understandable  
de brugklas: the first year of secondary education  
concreet: concrete  
de coördinator: the coordinator  
creëren: to create  
grotendeels: largely  
inlichten: to inform  
de kandidaat: the candidate  
kennismaken: to meet  
de komst: the coming  
de leider: the leader  
nadat: after  
natuurlijk: natural  
opstellen: to draw up  
de orde: the order  
overeenkomen: to be the same  
de procedure: the procedure  
de scheikunde: the chemistry  
de uitkomst: the outcome  
voorafgaand: prior (to)  
wellicht: maybe  
zwak: weak  
de aankondiging: the announcement  
de aanwezigheid: the presence  
aarzelen: to hesitate  
achterin: at the back  
bevallen: to like  
het dossier: the file  
de etage: the floor  
exact: exactly  
indelen: to arrange  
de kapstok: the coat rack  
kopiëren: to copy  
opbergen: to store  
printen: to print  
de printer: the printer  
het schoolbord: the blackboard  
schuiven: to move (around)  
uitkijken naar: to look forward to  
verderop: further down  
voorin: in the front  
voorstellen: to suggest  
de afkeer: the aversion  
doorgaans: usually  
gekoeld: refrigerated  
de handel: the trade  
importeren: to import  
de industrie: the industry  
het industrieterrein: the industrial zone  
investeren: to invest  
de kracht: the power  
het kruid: the herb  
langzamerhand: gradually  
de omzet: the turnover  
de onderneming: the business  
oprichten: to set up  
het pand: the building  
rondlopen: to walk around  
de sector: the sector  
slachten: to slaughter  
het slachthuis: the abattoir  
de slagerij: the butcher shop  
de subsidie: the subsidy  
het telefoontje: the phone call  
het vel: the skin  
de verslaving: the addiction  
waarmaken: to realize  
de winst: the profit  
woedend: furious  
de zonsopgang: the sunrise  
de aanhef: the salutation  
beledigen: to insult  
benaderen: to approach  
bevriend: to be friends with  
de concurrent: the competitor  
de consultant: the consultant  
desondanks: nevertheless  
gastvrij: hospitable  
gepast: appropriate  
gunnen: to decide to give  
hiërarchisch: hierarchical  
hiervoor: prior to this  
het hoofd: the head  
de inleiding: the introduction  
de kritiek: the criticism  
kwetsend: hurtful  
de nuance: the nuance  
onbegrijpelijk: incomprehensible  
onbewust: unconsciously  
het personeelsuitje: the staff outing  
het sarcasme: the sarcasm  
transparant: transparent  
het transport: the transport  
uiten: to express  
de vakbond: the union  
vergaderen: to have a meeting  
voortdurend: continuously  
zich verheugen op: to look forward to  
betrokken: involved  
correct: correct  
corrigeren: to correct  
doorwerken: to continue working  
evalueren: to evaluate  
de feedback: the feedback  
georganiseerd: organized  
het getal: the number  
de houding: the attitude  
krap: tight  
namens: on behalf of  
ontevreden: dissatisfied  
ontkennen: to deny  
opengaan: to open  
de serveerster: the waitress  
de spelfout: the spelling error  
de spelling: the spelling  
het tempo: the pace  
terecht: justified  
vandaar: therefore  
het verbeterpunt: the area for improvement  
het verslag: the report  
verwisselen: to mix up  
wijzen: to point out  
zich vergissen: to make a mistake  
zorgvuldig: careful  
de accountant: the accountant  
afwijken: to deviate  
de beloning: the pay  
bewijzen: to prove  
compenseren: to compensate  
het compromis: the compromise  
effectief: effective  
exclusief: excluding  
het fenomeen: the phenomenon  
geconcentreerd: concentrated  
indienen: to submit  
motiveren: to motivate  
de norm: the norm  
de overuren: the overtime  
per se: no matter what  
het personeel: the personnel  
raadplegen: to consult  
het reclamebureau: the advertising agency  
de standaard: the norm  
thuiswerken: to work from home  
uitbetalen: to pay  
wekelijks: weekly  
de wetenschapper: the scientist  
de afleiding: the distraction  
bloot: bare  
braaf: well-behaved  
combineren: to combine  
de drank: the drink  
dreigen: to threaten  
geheimzinnig: mysterious  
gemeenschappelijk: common  
het gerucht: the rumour  
de gezelligheid: the conviviality  
hoera: hurray  
de meerderheid: the majority  
de mond: the mouth  
nuchter: sober  
de opvatting: the view  
recentelijk: recently  
de roddel: the gossip  
schijnen: to seem  
de tegenstelling: the contrast  
de tunnel: the tunnel  
het verlof: the leave  
vertrouwelijk: confidential  
vredig: peaceful  
andersom: the other way around  
